0,874860.3771,874860.3771,845563.5021
0.261799388,899274.4391,860211.9391,840680.6891
0.523598776,899274.4391,874860.3771,850446.3141
0.785398163,894391.6271,860211.9391,850446.3141
1.047197551,879743.1891,850446.3141,830915.0641
1.308996939,840680.6891,865094.7521,894391.6271
1.570796327,869977.5641,869977.5641,894391.6271
1.832595715,840680.6891,889508.8141,850446.3141
2.094395102,845563.5021,904157.2521,889508.8141
2.35619449,840680.6891,869977.5641,811383.8141
2.617993878,865094.7521,899274.4391,879743.1891
2.879793266,865094.7521,860211.9391,855329.1271
3.141592654,865094.7521,860211.9391,860211.9391
